Report ID,Report Channel,Customer Name,State Key,Ticket Open Time,Ticket Resp Time,Issue Res Time,Fault Type,Operator,Ticket Close Time,Ticket Status,Business Status,Response_time_diff,Resolution_time_diff,Hour_of_day,resolution_hour,Resolution_class,total_response_seconds,response_time_status,within_or_outside_6_9pm
AXA-20201215-2358-WiFi9,CH04,SupaTram,NGS024,2020-12-15 13:08:26.679,2020-12-15 13:19:02.679,2020-12-15 16:47:29.679,Customers End,Atiku,2020-12-15 20:13:46.679000,Completed,Closed,0 days 00:10:36,0 days 03:28:27,13,3.4741666666666666,Critical,636.0,Bad,outside 6-9pm
AXA-20201218-2359-HSE,CH05,FoodCo,NGS020,2020-12-18 14:37:32.485,2020-12-18 14:41:56.485,2020-12-18 17:55:08.485,Line damage,Popoola,2020-12-18 21:07:37.485000,Completed,Closed,0 days 00:04:24,0 days 03:13:12,14,3.22,Critical,264.0,Bad,outside 6-9pm
AXA-20201209-2360-MCON,CH06,ShopLite,NGS033,2020-12-09 15:13:08.146,2020-12-09 15:17:30.146,2020-12-09 18:17:49.146,Customers End,Fola,2020-12-09 23:49:45.146000,Completed,Closed,0 days 00:04:22,0 days 03:00:19,15,3.0052777777777777,Critical,262.0,Bad,outside 6-9pm
AXA-20201224-2361-WLESS,CH02,NDCC,NGS001,2020-12-24 14:57:12.022,2020-12-24 15:07:19.022,2020-12-24 15:28:07.022,Customers End,John, ,Active,Open,0 days 00:10:07,0 days 00:20:48,14,0.3466666666666667,Excellent,607.0,Bad,outside 6-9pm
AXA-20201214-2362-WiFi6,CH01,BetSan,NGS024,2020-12-14 14:11:37.047,2020-12-14 14:14:51.047,2020-12-14 16:48:23.047,Customers End,Sherifat,2020-12-14 22:06:47.047000,Completed,Closed,0 days 00:03:14,0 days 02:33:32,14,2.5588888888888888,Fair,194.0,Bad,outside 6-9pm
AXA-20201204-2363-WiFi8,CH02,Cassava,NGS018,2020-12-04 09:42:51.576,2020-12-04 09:43:39.576,2020-12-04 11:49:18.576,Customers End,John,2020-12-04 15:26:41.576000,Completed,Closed,0 days 00:00:48,0 days 02:05:39,9,2.0941666666666667,Fair,48.0,Bad,outside 6-9pm
AXA-20201212-2364-WiFi3,CH03,WetinLas,NGS035,2020-12-12 14:45:23.541,2020-12-12 14:55:34.541,2020-12-12 16:39:13.541,Customers End,Jennifer, ,Active,Open,0 days 00:10:11,0 days 01:43:39,14,1.7275,Fair,611.0,Bad,outside 6-9pm
AXA-20201206-2365-WiFi3,CH01,SupaTram,NGS004,2020-12-06 12:30:18.849,2020-12-06 12:35:34.849,2020-12-06 16:05:22.849,,Bola,2020-12-06 21:59:08.849000,Completed,Closed,0 days 00:05:16,0 days 03:29:48,12,3.4966666666666666,Critical,316.0,Bad,outside 6-9pm
AXA-20201216-2366-WiFi10,CH02,Roband,NGS027,2020-12-16 12:04:12.929,2020-12-16 12:09:43.929,2020-12-16 17:35:30.929,Customers End,Habeeb,2020-12-16 23:03:54.929000,Completed,Closed,0 days 00:05:31,0 days 05:25:47,12,5.429722222222222,Critical,331.0,Bad,outside 6-9pm
AXA-20201213-2367-WiFi4,CH01,Lemway,NGS019,2020-12-13 15:42:22.478,2020-12-13 15:47:35.478,2020-12-13 19:11:51.478,Customers End,Paul, ,Active,Open,0 days 00:05:13,0 days 03:24:16,15,3.4044444444444446,Critical,313.0,Bad,outside 6-9pm
AXA-20201220-2368-WiFi8,CH02,Mikano,NGS016,2020-12-20 13:45:28.388,2020-12-20 13:50:43.388,2020-12-20 17:50:49.388,Routine Service,Segun,2020-12-20 21:40:33.388000,Completed,Closed,0 days 00:05:15,0 days 04:00:06,13,4.001666666666667,Critical,315.0,Bad,outside 6-9pm
AXA-20201206-2369-WiFi7,CH06,ValueNaija,NGS024,2020-12-06 13:35:21.087,2020-12-06 13:46:02.087,2020-12-06 13:57:06.087,Customers End,Amelia,2020-12-06 18:43:34.087000,Completed,Closed,0 days 00:10:41,0 days 00:11:04,13,0.18444444444444444,Excellent,641.0,Bad,outside 6-9pm
AXA-20201204-2370-C95,CH03,PrinceLine,NGS020,2020-12-04 15:00:18.807,2020-12-04 15:06:46.807,2020-12-04 20:19:18.807,Customers End,Bola, ,Active,Open,0 days 00:06:28,0 days 05:12:32,15,5.208888888888889,Critical,388.0,Bad,outside 6-9pm
AXA-20201202-2371-C95,CH03,BetSan,NGS025,2020-12-02 08:02:32.290,2020-12-02 08:10:50.290,2020-12-02 10:36:32.290,Customers End,Sherifat,2020-12-02 14:21:25.290000,Completed,Closed,0 days 00:08:18,0 days 02:25:42,8,2.4283333333333332,Fair,498.00000000000006,Bad,outside 6-9pm
AXA-20201211-2372-C95,CH01,TwinsDeck,NGS022,2020-12-11 11:46:05.322,2020-12-11 11:51:25.322,2020-12-11 12:54:36.322,Customers End,Habeeb, ,Active,Open,0 days 00:05:20,0 days 01:03:11,11,1.0530555555555556,Fair,320.0,Bad,outside 6-9pm
AXA-20201204-2373-WiFi6,CH04,BetSan,NGS010,2020-12-04 13:24:41.924,2020-12-04 13:30:23.924,2020-12-04 17:13:06.924,hardware failure,Popoola,2020-12-04 21:55:24.924000,Completed,Closed,0 days 00:05:42,0 days 03:42:43,13,3.7119444444444443,Critical,342.0,Bad,outside 6-9pm
AXA-20201226-2374-WiFi5,CH04,WetinLas,NGS025,2020-12-26 11:06:11.706,2020-12-26 11:16:36.706,2020-12-26 11:55:50.706,Customers End,Jonathan,2020-12-26 16:11:06.706000,Completed,Closed,0 days 00:10:25,0 days 00:39:14,11,0.6538888888888889,Good,625.0,Bad,outside 6-9pm
AXA-20201228-2375-CBS,CH01,ROCAD,NGS031,2020-12-28 08:36:42.450,2020-12-28 08:44:58.450,2020-12-28 10:49:39.450,Routine Service,Brenda,2020-12-28 16:20:19.450000,Completed,Closed,0 days 00:08:16,0 days 02:04:41,8,2.0780555555555558,Fair,496.00000000000006,Bad,outside 6-9pm
AXA-20201228-2376-MCON,CH01,CCD,NGS018,2020-12-28 12:23:38.393,2020-12-28 12:27:07.393,2020-12-28 16:02:13.393,Line damage,Kachi,2020-12-28 21:19:34.393000,Completed,Closed,0 days 00:03:29,0 days 03:35:06,12,3.585,Critical,209.0,Bad,outside 6-9pm
AXA-20201223-2377-CBS,CH01,Transnational,NGS016,2020-12-23 11:40:55.448,2020-12-23 11:45:04.448,2020-12-23 14:01:26.448,Customers End,Amelia, ,Active,Open,0 days 00:04:09,0 days 02:16:22,11,2.2727777777777782,Fair,249.00000000000003,Bad,outside 6-9pm
AXA-20201212-2378-CBS,CH06,Sahad,NGS009,2020-12-12 09:08:45.653,2020-12-12 09:13:56.653,2020-12-12 11:50:41.653,Customers End,Goodluck,2020-12-12 16:34:57.653000,Completed,Closed,0 days 00:05:11,0 days 02:36:45,9,2.6125,Fair,311.0,Bad,outside 6-9pm
AXA-20201226-2379-WLESS,CH01,Allied,NGS020,2020-12-26 11:14:42.174,2020-12-26 11:22:30.174,2020-12-26 13:36:17.174,Support network failures,Habeeb,2020-12-26 18:30:06.174000,Completed,Closed,0 days 00:07:48,0 days 02:13:47,11,2.2297222222222226,Fair,468.00000000000006,Bad,outside 6-9pm
AXA-20201205-2380-WiFi7,CH06,Computek,NGS009,2020-12-05 08:38:52.631,2020-12-05 08:41:00.631,2020-12-05 13:00:08.631,Customers End,John,2020-12-05 18:14:56.631000,Completed,Closed,0 days 00:02:08,0 days 04:19:08,8,4.318888888888889,Critical,128.0,Bad,outside 6-9pm
AXA-20201213-2381-C100,CH03,BetSan,NGS019,2020-12-13 14:10:31.372,2020-12-13 14:16:01.372,2020-12-13 15:20:12.372,Routine Service,Goodluck,2020-12-13 20:55:57.372000,Completed,Closed,0 days 00:05:30,0 days 01:04:11,14,1.0697222222222222,Fair,330.0,Bad,outside 6-9pm
AXA-20201224-2382-WLESS,CH03,WinBen,NGS021,2020-12-24 12:02:28.680,2020-12-24 12:06:41.680,2020-12-24 14:16:51.680,Customers End,Kachi,2020-12-24 19:08:16.680000,Completed,Closed,0 days 00:04:13,0 days 02:10:10,12,2.1694444444444447,Fair,253.00000000000003,Bad,outside 6-9pm
AXA-20201228-2383-WiFi3,CH03,ShopLite,NGS007,2020-12-28 12:40:03.361,2020-12-28 12:46:37.361,2020-12-28 16:47:14.361,Line damage,Sheg,2020-12-28 20:15:10.361000,Completed,Closed,0 days 00:06:34,0 days 04:00:37,12,4.010277777777778,Critical,394.0,Bad,outside 6-9pm
AXA-20201228-2384-EVOICE,CH04,ROCAD,NGS010,2020-12-28 14:15:14.472,2020-12-28 14:16:48.472,2020-12-28 16:50:28.472,Customers End,Sheg,2020-12-28 22:39:21.472000,Completed,Closed,0 days 00:01:34,0 days 02:33:40,14,2.561111111111111,Fair,94.0,Bad,outside 6-9pm
AXA-20201226-2385-WLESS,CH03,Jacobs,NGS026,2020-12-26 12:40:08.644,2020-12-26 12:43:44.644,2020-12-26 13:27:20.644,Customers End,Bola,2020-12-26 18:15:36.644000,Completed,Closed,0 days 00:03:36,0 days 00:43:36,12,0.7266666666666667,Good,216.0,Bad,outside 6-9pm
AXA-20201208-2386-WLESS,CH06,Bimta,NGS029,2020-12-08 09:51:41.139,2020-12-08 09:56:23.139,2020-12-08 11:33:33.139,Line damage,Amelia, ,Active,Open,0 days 00:04:42,0 days 01:37:10,9,1.6194444444444445,Fair,282.0,Bad,outside 6-9pm
AXA-20201224-2387-ICS,CH05,ShopLite,NGS002,2020-12-24 12:57:30.868,2020-12-24 13:07:12.868,2020-12-24 16:18:18.868,Customers End,Habeeb,2020-12-24 19:34:03.868000,Completed,Closed,0 days 00:09:42,0 days 03:11:06,12,3.185,Critical,582.0,Bad,outside 6-9pm
AXA-20201209-2388-WiFi6,CH05,Union,NGS027,2020-12-09 12:11:15.904,2020-12-09 12:18:30.904,2020-12-09 13:27:40.904,Customers End,Sherifat, ,Active,Open,0 days 00:07:15,0 days 01:09:10,12,1.1527777777777777,Fair,435.0,Bad,outside 6-9pm
AXA-20201218-2389-MCON,CH06,BetSan,NGS001,2020-12-18 14:07:47.270,2020-12-18 14:14:08.270,2020-12-18 18:35:24.270,Customers End,Segun,2020-12-18 23:48:59.270000,Completed,Closed,0 days 00:06:21,0 days 04:21:16,14,4.354444444444445,Critical,381.0,Bad,outside 6-9pm
AXA-20201227-2390-CBS,CH04,BetSan,NGS011,2020-12-27 09:46:56.765,2020-12-27 09:51:01.765,2020-12-27 14:01:22.765,Customers End,Goodluck,2020-12-27 18:47:05.765000,Completed,Closed,0 days 00:04:05,0 days 04:10:21,9,4.1725,Critical,245.00000000000003,Bad,outside 6-9pm
AXA-20201218-2391-MCON,CH05,Kalek,NGS007,2020-12-18 10:56:43.033,2020-12-18 10:59:17.033,2020-12-18 14:09:34.033,Customers End,Tunde,2020-12-18 18:33:17.033000,Completed,Closed,0 days 00:02:34,0 days 03:10:17,10,3.171388888888889,Critical,154.0,Bad,outside 6-9pm
AXA-20201223-2392-HSE,CH02,Jacobs,NGS002,2020-12-23 14:35:37.926,2020-12-23 14:39:43.926,2020-12-23 16:09:13.926,Customers End,Sherifat,2020-12-23 19:52:33.926000,Completed,Closed,0 days 00:04:06,0 days 01:29:30,14,1.4916666666666667,Fair,246.00000000000003,Bad,outside 6-9pm
AXA-20201201-2393-HSE,CH02,International,NGS007,2020-12-01 09:35:20.794,2020-12-01 09:45:39.794,2020-12-01 14:30:45.794,Line damage,Sola,2020-12-01 19:47:04.794000,Completed,Closed,0 days 00:10:19,0 days 04:45:06,9,4.751666666666667,Critical,619.0,Bad,outside 6-9pm
AXA-20201207-2394-WLESS,CH01,ExcluDive,NGS011,2020-12-07 13:12:18.960,2020-12-07 13:19:03.960,2020-12-07 13:20:26.960,Line damage,Goodluck,2020-12-07 17:33:47.960000,Completed,Closed,0 days 00:06:45,0 days 00:01:23,13,0.023055555555555555,Excellent,405.0,Bad,outside 6-9pm
AXA-20201220-2395-WiFi8,CH03,Allied,NGS020,2020-12-20 13:24:19.229,2020-12-20 13:27:01.229,2020-12-20 15:35:26.229,,Bola, ,Active,Open,0 days 00:02:42,0 days 02:08:25,13,2.140277777777778,Fair,162.0,Bad,outside 6-9pm
AXA-20201223-2396-HSE,CH05,Yem-Zem,NGS011,2020-12-23 10:39:32.726,2020-12-23 10:42:40.726,2020-12-23 16:05:56.726,hardware failure,Kachi,2020-12-23 20:24:25.726000,Completed,Closed,0 days 00:03:08,0 days 05:23:16,10,5.387777777777778,Critical,188.0,Bad,outside 6-9pm
AXA-20201228-2397-WiFi9,CH05,Union,NGS027,2020-12-28 15:20:40.272,2020-12-28 15:29:20.272,2020-12-28 20:07:27.272,Customers End,Mary,2020-12-29 00:25:05.272000,Completed,Closed,0 days 00:08:40,0 days 04:38:07,15,4.635277777777778,Critical,520.0,Bad,outside 6-9pm
AXA-20201211-2398-WiFi8,CH01,Transnational,NGS011,2020-12-11 12:04:10.523,2020-12-11 12:09:50.523,2020-12-11 12:43:53.523,Customers End,Jonathan,2020-12-11 17:31:47.523000,Completed,Closed,0 days 00:05:40,0 days 00:34:03,12,0.5675000000000001,Good,340.0,Bad,outside 6-9pm
AXA-20201227-2399-ICS,CH05,ShopLite,NGS006,2020-12-27 09:22:52.562,2020-12-27 09:31:15.562,2020-12-27 12:43:40.562,Customers End,Boye,2020-12-27 18:38:25.562000,Completed,Closed,0 days 00:08:23,0 days 03:12:25,9,3.2069444444444444,Critical,503.00000000000006,Bad,outside 6-9pm
AXA-20201212-2400-HSE,CH05,BetSan,NGS015,2020-12-12 15:57:53.310,2020-12-12 16:00:16.310,2020-12-12 20:24:32.310,Customers End,Brenda,2020-12-13 00:59:22.310000,Completed,Closed,0 days 00:02:23,0 days 04:24:16,15,4.404444444444445,Critical,143.0,Bad,outside 6-9pm
AXA-20201217-2401-WiFi4,CH01,ROCAD,NGS012,2020-12-17 08:38:56.378,2020-12-17 08:43:20.378,2020-12-17 10:51:59.378,Line damage,Sola,2020-12-17 15:44:45.378000,Completed,Closed,0 days 00:04:24,0 days 02:08:39,8,2.144166666666667,Fair,264.0,Bad,outside 6-9pm
AXA-20201202-2402-WiFi8,CH02,BetSan,NGS014,2020-12-02 15:35:55.638,2020-12-02 15:38:34.638,2020-12-02 20:45:49.638,Customers End,Brenda, ,Active,Open,0 days 00:02:39,0 days 05:07:15,15,5.120833333333334,Critical,159.0,Bad,outside 6-9pm
AXA-20201202-2403-VOICE,CH04,BetSan,NGS012,2020-12-02 13:11:15.610,2020-12-02 13:14:49.610,2020-12-02 15:24:00.610,Customers End,Amelia,2020-12-02 19:14:37.610000,Completed,Closed,0 days 00:03:34,0 days 02:09:11,13,2.153055555555556,Fair,214.0,Bad,outside 6-9pm
AXA-20201207-2404-MCON,CH02,WetinLas,NGS019,2020-12-07 13:05:42.208,2020-12-07 13:08:49.208,2020-12-07 18:26:54.208,Line damage,Amelia,2020-12-07 21:46:23.208000,Completed,Closed,0 days 00:03:07,0 days 05:18:05,13,5.301388888888889,Critical,187.0,Bad,outside 6-9pm
AXA-20201215-2405-WLESS,CH03,Dan,NGS009,2020-12-15 15:36:11.949,2020-12-15 15:40:17.949,2020-12-15 19:54:26.949,Customers End,Goodluck,2020-12-16 00:36:09.949000,Completed,Closed,0 days 00:04:06,0 days 04:14:09,15,4.235833333333334,Critical,246.00000000000003,Bad,outside 6-9pm
AXA-20201207-2406-ICS,CH04,Sahad,NGS016,2020-12-07 08:33:04.356,2020-12-07 08:41:34.356,2020-12-07 10:56:13.356,hardware failure,Vitus,2020-12-07 16:14:37.356000,Completed,Closed,0 days 00:08:30,0 days 02:14:39,8,2.244166666666667,Fair,510.00000000000006,Bad,outside 6-9pm
AXA-20201224-2407-EVOICE,CH04,Nabett,NGS019,2020-12-24 10:49:09.731,2020-12-24 10:49:37.731,2020-12-24 14:07:44.731,Customers End,Atiku,2020-12-24 18:01:07.731000,Completed,Closed,0 days 00:00:28,0 days 03:18:07,10,3.3019444444444446,Critical,28.0,Bad,outside 6-9pm
AXA-20201221-2408-WiFi8,CH01,Arik,NGS030,2020-12-21 14:30:27.448,2020-12-21 14:38:40.448,2020-12-21 17:05:21.448,Line damage,Paul,2020-12-21 22:34:41.448000,Completed,Closed,0 days 00:08:13,0 days 02:26:41,14,2.444722222222222,Fair,493.00000000000006,Bad,outside 6-9pm
AXA-20201209-2409-C100,CH04,LEMUS,NGS029,2020-12-09 09:25:47.740,2020-12-09 09:34:29.740,2020-12-09 12:59:09.740,Routine Service,John, ,Active,Open,0 days 00:08:42,0 days 03:24:40,9,3.411111111111111,Critical,522.0,Bad,outside 6-9pm
AXA-20201215-2410-WiFi7,CH03,Union,NGS001,2020-12-15 08:05:32.185,2020-12-15 08:12:59.185,2020-12-15 13:43:30.185,,Sola,2020-12-15 19:31:23.185000,Completed,Closed,0 days 00:07:27,0 days 05:30:31,8,5.508611111111111,Critical,447.0,Bad,outside 6-9pm
AXA-20201212-2411-WLESS,CH03,ShopLite,NGS004,2020-12-12 11:33:33.073,2020-12-12 11:38:39.073,2020-12-12 13:52:01.073,Customers End,Goodluck,2020-12-12 19:34:39.073000,Completed,Closed,0 days 00:05:06,0 days 02:13:22,11,2.222777777777778,Fair,306.0,Bad,outside 6-9pm
AXA-20201205-2412-VOICE,CH03,SupaTram,NGS015,2020-12-05 12:20:50.902,2020-12-05 12:26:30.902,2020-12-05 12:35:42.902,Customers End,Amelia,2020-12-05 16:07:02.902000,Completed,Closed,0 days 00:05:40,0 days 00:09:12,12,0.15333333333333332,Excellent,340.0,Bad,outside 6-9pm
AXA-20201203-2413-C95,CH01,Transnational,NGS005,2020-12-03 10:50:19.113,2020-12-03 10:54:37.113,2020-12-03 11:17:47.113,Customers End,Myers,2020-12-03 16:01:37.113000,Completed,Closed,0 days 00:04:18,0 days 00:23:10,10,0.3861111111111111,Excellent,258.0,Bad,outside 6-9pm
AXA-20201212-2414-WiFi4,CH06,FoodCo,NGS008,2020-12-12 12:29:35.553,2020-12-12 12:33:09.553,2020-12-12 16:48:30.553,Line damage,Sekina,2020-12-12 21:12:49.553000,Completed,Closed,0 days 00:03:34,0 days 04:15:21,12,4.255833333333334,Critical,214.0,Bad,outside 6-9pm
AXA-20201207-2415-WiFi9,CH03,Gmicord,NGS019,2020-12-07 11:45:08.824,2020-12-07 11:52:18.824,2020-12-07 12:55:52.824,hardware failure,Tunde, ,Active,Open,0 days 00:07:10,0 days 01:03:34,11,1.0594444444444446,Fair,430.0,Bad,outside 6-9pm
AXA-20201211-2416-WLESS,CH02,Dan,NGS019,2020-12-11 14:35:10.166,2020-12-11 14:37:49.166,2020-12-11 20:00:35.166,Line damage,Tunde,2020-12-11 23:49:05.166000,Completed,Closed,0 days 00:02:39,0 days 05:22:46,14,5.379444444444444,Critical,159.0,Bad,outside 6-9pm
AXA-20201201-2417-WiFi11,CH02,Eversharpmaster,NGS025,2020-12-01 14:44:18.383,2020-12-01 14:55:04.383,2020-12-01 15:30:30.383,Customers End,Brenda,2020-12-01 19:16:12.383000,Completed,Closed,0 days 00:10:46,0 days 00:35:26,14,0.5905555555555555,Good,646.0,Bad,outside 6-9pm
AXA-20201222-2418-MAC,CH06,BetSan,NGS012,2020-12-22 12:04:25.448,2020-12-22 12:06:08.448,2020-12-22 13:46:12.448,Customers End,Paul,2020-12-22 17:59:44.448000,Completed,Closed,0 days 00:01:43,0 days 01:40:04,12,1.6677777777777778,Fair,103.0,Bad,outside 6-9pm
AXA-20201218-2419-WiFi4,CH05,Jacobs,NGS013,2020-12-18 08:39:00.468,2020-12-18 08:43:44.468,2020-12-18 09:07:02.468,Customers End,Boye,2020-12-18 12:22:19.468000,Completed,Closed,0 days 00:04:44,0 days 00:23:18,8,0.3883333333333333,Excellent,284.0,Bad,outside 6-9pm
AXA-20201221-2420-WiFi6,CH05,Sahad,NGS010,2020-12-21 08:57:50.885,2020-12-21 09:05:29.885,2020-12-21 12:48:45.885,Customers End,Tunde,2020-12-21 18:09:57.885000,Completed,Closed,0 days 00:07:39,0 days 03:43:16,8,3.721111111111111,Critical,459.00000000000006,Bad,outside 6-9pm
AXA-20201227-2421-WiFi8,CH03,Lemway,NGS001,2020-12-27 09:38:20.738,2020-12-27 09:39:41.738,2020-12-27 14:19:22.738,Customers End,Habeeb, ,Active,Open,0 days 00:01:21,0 days 04:39:41,9,4.661388888888889,Critical,81.0,Bad,outside 6-9pm
AXA-20201215-2422-WiFi5,CH02,FoodCo,NGS012,2020-12-15 14:21:32.855,2020-12-15 14:29:41.855,2020-12-15 18:47:23.855,Line damage,Bola,2020-12-15 23:00:16.855000,Completed,Closed,0 days 00:08:09,0 days 04:17:42,14,4.295000000000001,Critical,489.00000000000006,Bad,outside 6-9pm
AXA-20201208-2423-VOICE,CH01,Cassava,NGS019,2020-12-08 13:31:32.258,2020-12-08 13:34:42.258,2020-12-08 16:53:44.258,Line damage,Paul,2020-12-08 20:16:59.258000,Completed,Closed,0 days 00:03:10,0 days 03:19:02,13,3.317222222222222,Critical,190.0,Bad,outside 6-9pm
AXA-20201214-2424-HSE,CH03,Hubmart,NGS033,2020-12-14 09:21:06.155,2020-12-14 09:31:17.155,2020-12-14 12:56:19.155,hardware failure,Bola,2020-12-14 18:38:30.155000,Completed,Closed,0 days 00:10:11,0 days 03:25:02,9,3.417222222222222,Critical,611.0,Bad,outside 6-9pm
AXA-20201215-2425-ICS,CH05,Fidelity,NGS002,2020-12-15 13:13:33.029,2020-12-15 13:13:58.029,2020-12-15 17:55:29.029,Line damage,Myers,2020-12-15 21:18:54.029000,Completed,Closed,0 days 00:00:25,0 days 04:41:31,13,4.691944444444444,Critical,25.0,Bad,outside 6-9pm
AXA-20201219-2426-MCON,CH04,Bates,NGS033,2020-12-19 14:49:15.136,2020-12-19 14:58:51.136,2020-12-19 16:28:53.136,Routine Service,Brenda,2020-12-19 19:57:08.136000,Completed,Closed,0 days 00:09:36,0 days 01:30:02,14,1.5005555555555556,Fair,576.0,Bad,outside 6-9pm
AXA-20201208-2427-HSE,CH04,Union,NGS019,2020-12-08 12:43:28.154,2020-12-08 12:46:00.154,2020-12-08 13:23:19.154,Line damage,Jonathan,2020-12-08 18:49:58.154000,Completed,Closed,0 days 00:02:32,0 days 00:37:19,12,0.6219444444444444,Good,152.0,Bad,outside 6-9pm
AXA-20201208-2428-WiFi11,CH03,Eversharpmaster,NGS002,2020-12-08 13:30:35.578,2020-12-08 13:40:17.578,2020-12-08 19:05:34.578,Customers End,Jennifer, ,Active,Open,0 days 00:09:42,0 days 05:25:17,13,5.421388888888889,Critical,582.0,Bad,outside 6-9pm
AXA-20201225-2429-WiFi4,CH03,Jiji,NGS017,2020-12-25 10:44:14.127,2020-12-25 10:51:44.127,2020-12-25 16:21:18.127,Routine Service,Atiku,2020-12-25 22:15:44.127000,Completed,Closed,0 days 00:07:30,0 days 05:29:34,10,5.4927777777777775,Critical,450.0,Bad,outside 6-9pm
AXA-20201210-2430-WLESS,CH06,Transnational,NGS001,2020-12-10 08:33:02.064,2020-12-10 08:37:31.064,2020-12-10 11:50:07.064,Customers End,Sola,2020-12-10 15:32:36.064000,Completed,Closed,0 days 00:04:29,0 days 03:12:36,8,3.21,Critical,269.0,Bad,outside 6-9pm
AXA-20201204-2431-WiFi5,CH05,Ultimate,NGS029,2020-12-04 15:40:43.515,2020-12-04 15:46:50.515,2020-12-04 16:20:56.515,Line damage,Goodluck,2020-12-04 19:39:21.515000,Completed,Closed,0 days 00:06:07,0 days 00:34:06,15,0.5683333333333334,Good,367.0,Bad,outside 6-9pm
AXA-20201224-2432-EVOICE,CH03,Mikano,NGS023,2020-12-24 15:36:45.284,2020-12-24 15:42:19.284,2020-12-24 20:01:46.284,Line damage,Bola,2020-12-25 00:33:33.284000,Completed,Closed,0 days 00:05:34,0 days 04:19:27,15,4.324166666666668,Critical,334.0,Bad,outside 6-9pm
AXA-20201217-2433-WiFi5,CH03,BetBoss,NGS036,2020-12-17 08:30:36.733,2020-12-17 08:33:07.733,2020-12-17 12:00:35.733,Line damage,Tunde,2020-12-17 16:25:48.733000,Completed,Closed,0 days 00:02:31,0 days 03:27:28,8,3.457777777777778,Critical,151.0,Bad,outside 6-9pm
AXA-20201215-2434-WLESS,CH05,Mikano,NGS031,2020-12-15 10:17:17.991,2020-12-15 10:26:46.991,2020-12-15 11:29:11.991,Routine Service,John,2020-12-15 14:57:37.991000,Completed,Closed,0 days 00:09:29,0 days 01:02:25,10,1.0402777777777779,Fair,569.0,Bad,outside 6-9pm
AXA-20201228-2435-WiFi5,CH02,Xpertech,NGS003,2020-12-28 08:08:04.519,2020-12-28 08:12:31.519,2020-12-28 08:38:07.519,Customers End,Tunde,2020-12-28 14:26:33.519000,Completed,Closed,0 days 00:04:27,0 days 00:25:36,8,0.4266666666666667,Excellent,267.0,Bad,outside 6-9pm
AXA-20201227-2436-WiFi3,CH02,BetSan,NGS004,2020-12-27 08:56:01.100,2020-12-27 09:04:18.100,2020-12-27 11:27:22.100,Customers End,Atiku,2020-12-27 16:57:43.100000,Completed,Closed,0 days 00:08:17,0 days 02:23:04,8,2.3844444444444446,Fair,497.00000000000006,Bad,outside 6-9pm
AXA-20201224-2437-WiFi11,CH03,Access,NGS029,2020-12-24 08:09:26.565,2020-12-24 08:13:03.565,2020-12-24 08:40:48.565,Customers End,Kola,2020-12-24 12:17:09.565000,Completed,Closed,0 days 00:03:37,0 days 00:27:45,8,0.4625,Excellent,217.0,Bad,outside 6-9pm
AXA-20201213-2438-WiFi7,CH03,ACCNI,NGS019,2020-12-13 12:08:23.169,2020-12-13 12:15:29.169,2020-12-13 16:27:50.169,Customers End,Mary,2020-12-13 20:02:20.169000,Completed,Closed,0 days 00:07:06,0 days 04:12:21,12,4.2058333333333335,Critical,426.0,Bad,outside 6-9pm
AXA-20201212-2439-WiFi10,CH01,Cejex,NGS033,2020-12-12 10:33:33.193,2020-12-12 10:40:18.193,2020-12-12 11:18:34.193,Line damage,Habeeb,2020-12-12 15:08:51.193000,Completed,Closed,0 days 00:06:45,0 days 00:38:16,10,0.6377777777777778,Good,405.0,Bad,outside 6-9pm
AXA-20201208-2440-WLESS,CH04,Jiji,NGS025,2020-12-08 12:54:13.921,2020-12-08 13:02:27.921,2020-12-08 16:05:57.921,Customers End,Amelia,2020-12-08 19:27:24.921000,Completed,Closed,0 days 00:08:14,0 days 03:03:30,12,3.058333333333333,Critical,494.00000000000006,Bad,outside 6-9pm
AXA-20201213-2441-WiFi4,CH03,MIEC,NGS011,2020-12-13 12:01:47.821,2020-12-13 12:11:26.821,2020-12-13 15:11:43.821,Customers End,Amelia,2020-12-13 20:42:30.821000,Completed,Closed,0 days 00:09:39,0 days 03:00:17,12,3.004722222222222,Critical,579.0,Bad,outside 6-9pm
AXA-20201212-2442-HSE,CH04,FoodCo,NGS001,2020-12-12 12:11:02.022,2020-12-12 12:20:47.022,2020-12-12 17:28:05.022,Customers End,Bola,2020-12-12 22:18:36.022000,Completed,Closed,0 days 00:09:45,0 days 05:07:18,12,5.121666666666667,Critical,585.0,Bad,outside 6-9pm
AXA-20201218-2443-HSE,CH04,Cejex,NGS017,2020-12-18 14:08:15.786,2020-12-18 14:09:45.786,2020-12-18 16:33:02.786,Customers End,Brenda,2020-12-18 22:17:25.786000,Completed,Closed,0 days 00:01:30,0 days 02:23:17,14,2.3880555555555554,Fair,90.0,Bad,outside 6-9pm
AXA-20201213-2444-WiFi6,CH04,Lemway,NGS009,2020-12-13 08:43:14.783,2020-12-13 08:52:01.783,2020-12-13 11:21:21.783,Routine Service,Paul,2020-12-13 15:03:43.783000,Completed,Closed,0 days 00:08:47,0 days 02:29:20,8,2.488888888888889,Fair,527.0,Bad,outside 6-9pm
